"","x"
"74"," 성남 김승두 기자 이낙연 국무총리가 일 경기도 성남시 한국학중앙연구원에서 열린 개원 주년 기념식에서 국민의례를 하고 있다 이 총리 왼쪽은 안병욱 한국학중앙연구원장 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"75"," 네일엑스포 서울 이지은 기자 일 오후 서울 강남구 코엑스에서 열린 네일엑스포에서 참관객이 다양한 색상의 매니큐어를 살펴보고 있다 끝 서울 이유미 기자 최근 손발톱 치장을 위해 네일 서비스를 이용하는 소비자들이 늘어나는 가운데 계약 중도 해지를 거부하거나 과다한 위약금을 청구하는 등 소비자 피해가 증가하고 있어 주의가 요구된다 일 한국소비자원에 따르면 최근 년간 년 소비자상담센터에 접수된 네일 서비스 관련 소비자 상담은 모두 천 건이었다 특히 여름 휴가 기간인 월에 관련 상담이 증가했다 소비자 상담 천 건을 유형별로 분석한 결과 계약 중도 해지를 거부하거나 과다한 위약금을 청구한 경우 가 천 건 로 가장 많았다 당초 설명과 달리 무료서비스를 해주지 않는 등 계약불이행 이 건 소비자에게 안내하지 않은 유효기간을 계약조건으로 설정해 일정 기간 후 서비스 잔여액을 소멸시키는 등 부당행위 가 건 서비스 불만족 이 건 등의 순으로 나타났다 네일 서비스는 일정 금액을 예치하고 예치금을 소진할 때까지 서비스를 받는 방식의 회원제 계약이 많이 이뤄지고 있다 이런 형태의 계속거래 계약 시 사업자는 계약서를 작성해 소비자에게 교부해야 한다 그러나 일부 업체는 계약서를 작성하지 않고 구두 설명 또는 쿠폰 지급만 하고 있다고 소비자원이 설명했다 계약서를 작성하지 않으면 추후 분쟁이 발생했을 때 계약 내용을 입증하기 어려워 제대로 된 보상을 받지 못할 수 있고 관련 업체는 계약서 미교부로 행정처분을 받을 수도 있다 소비자원은 네일 서비스 이용자들에 대해 계약조건을 확인하고 계약서를 받을 것 장기계약 시 업체 도산 등에 대비해 카드 할부거래를 이용할 것 계약 중도 해지 요청 시 명확하게 의사를 표하고 증거자료를 남길 것 등을 당부했다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"76"," 월 일부터 일까지 서울 주요 면세점서 진행 서울 뉴스 김민석 기자 잇츠한불의 잇츠스킨은 아시아 뷰티 크리에이터 엔터테인먼트인 레페리와 손잡고 왕홍 뷰티 크리에이터 라이브 프로모션을 진행했다고 일 밝혔다 이번 왕홍 프로모션은 월 일부터 일까지 총 명의 중국 왕홍을 한국으로 초청해 Δ신라면세점 Δ신세계면세점 Δ동화면세점 Δ레페리 본사등 서울 전역의 면세점 내 잇츠스킨 매장에서 진행됐다 이번 라이브 프로모션은 중국인 왕홍들이 명당 회의 생방송을 통해 잇츠스킨의 메인 제품인 프레스티지데스까르고 달팽이 크림 종세트 와 프레스티지 진생 데스까르고 종 세트 링클 컷 넥 포커스 에센스 스페셜 세트 시크릿 솔루션 웨딩드레스 화이트 크림 스페셜 세트 등 면세 제품을 홍보하고 실시간 판매를 진행했다 박 일간의 프로모션을 통해 개의 생방송 콘텐츠에서 약 만 명 이상의 시청자와 실시간으로 소통하며 잇츠스킨 제품의 마케팅에 주력했다 강태석 잇츠한불 면세팀장은 이번 라이브 프로모션을 통해 약 만명 이상의 중국인 시청자와 소통하고 제품의 실구매로 이어질 수 있어서 뿌듯하다 며 왕홍 프로모션을 포함해 다양한 방식의 현지 마케팅을 시행할 것 이라고 말했다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"77"," 충북 제천에서 대 여성이 무면허 음주 상태에서 친구의 차량을 운전하다 순찰하던 경찰차를 들이받았다 에 따르면 일 오후 시 분쯤 제천시 모산동의 한 도로에서 모닝 운전자 김모 여 승용차가 순찰하던 경찰차를 들이받았다 사고 충격으로 튕겨 나간 순찰차가 주행 중이던 쏘나타 승용차와 또다시 충돌했다 기사와 무관한 사진 게티이미지뱅크이 사고로 김 씨와 경찰 명 쏘나타 차량 탑승자 명 등 모두 명이 다쳤다 조사 결과 무면허였던 김 씨는 사고 당시 혈중 알코올농도가 를 넘는 만취 상태에서 운전대를 잡았던 것으로 드러났다 김 씨는 가량 도심을 운전한 것으로 경찰은 추정하고 있다 경찰 관계자는 어떤 경위로 운전하게 됐는지는 아직 확인되지 않았다 고 밝혔다 경찰은 병원에서 치료 중인 김 씨의 건강 상태가 호전되는 대로 사고 경위를 조사할 계획이다 스포츠경향 인기 무료만화 보기 지금 옆사람이 보고있는 뉴스 스포츠경향 무단전재 및 재배포 금지 "
"78"," 서울 도봉구의 창동역 번 출구 문화의 거리 약 에 조성된 우산갤러리 에서 할머니와 학생이 사진을 찍고 있다 우산갤러리는 녹색 숲속 터널을 지나면서 알록달록한 개 우산을 볼 수 있도록 꾸몄다 전시는 한국마사회 도봉지사 후원으로 방학 동 서울문화고등학교 학생들이 만든 것이다 우산에는 둘리ㆍ바다ㆍ겨울동화 이미지의 그림 힘내요 당신 등 문구가 담겨있다 구의 역사 인물과 관련한 시조작품도 그려졌다 제공 도봉구 내삶의모든리뷰 헤럴드 리얼라이프 리얼라이프 카카오플러스 친구맺기 타파스 페이스북 친구맺기 헤럴드경제 무단 전재 및 재배포 금지 "
"79"," 이국적인 트로피컬 패턴에 산뜻한 컬러감 눈길 서울 뉴스 김민석 기자 라이프스타일 패션 전문점 웰메이드는 폭넓은 연령대의 남성들을 위해 다양한 디자인의 하와이안 셔츠 를 출시했다고 일 밝혔다 먼저 이탈리안 감성의 남성복 브루노바피 는 전면 플라워 패턴으로 하와이안 감성을 담아낸 플라워 셔츠를 출시했다 전속모델 이동욱이 화보에서 입은 플라워 셔츠는 블루와 그린 화이트 컬러를 적용한 트로피컬 디자인으로 청량감을 준다 슬림한 핏으로 한층 단정하고 깔끔한 이미지를 연출할 수 있다 웰메이드 관계자는 가볍고 부드러운 면 소재를 사용해 땀을 잘 흡수한다 며 과감한 스타일을 소화하고 트렌디한 패션을 선호하는 세 세 남성들에게 제격 이라고 설명했다 캐주얼 브랜드 인디안 은 야자수 패턴을 가미한 알로하 프린트 셔츠 를 주력 상품으로 선보였다 화이트 그린 네이비 등 삼색의 조화로 시원해 보이는 느낌을 부각했고 고급스러운 패턴 프린트와 감각적인 컬러로 구성했다 더운 여행지에서 흰색 티셔츠에 하와이안 셔츠를 걸쳐 스타일링하면 한층 더 자유분방한 느낌의 섬머룩을 완성할 수 있다 이번 하와이안 셔츠 는 패션 기업 세정의 웰메이드 오프라인 매장과 온라인몰 등에서 만날 수 있다 웰메이드 관계자는 밝은 컬러의 팬츠는 트로피컬 패턴과 컬러를 더욱 화사하게 돋보이게 하는 효과가 있다 며 조금 더 과감하고 개성 있는 섬머룩을 연출하고 싶다면 화이트 혹은 베이지 컬러의 팬츠를 선택하면 좋다 고 말했다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"80"," 서울 지난 일 세빛섬에서 열린 제 회 한미연합 청소년 오케스트라 음악회에서 이제훈 초록우산어린이재단 회장 왼쪽 세번째 을 비롯한 관계자들이 기념촬영을 하고 있다 초록우산어린이재단 제공 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"81"," 서울 뉴스 김민석 기자 이랜드월드의 브랜드 스파오는 짱구 파자마 시즌 상품 라인을 선보였다고 일 밝혔다 이번 짱구 파자마 시리즈는 짱구가 평소 입는 일상복 디자인 유치원 원장 선생님의 정장 디자인 짱구가 즐겨먹는 초코비 과자 디자인등 가지 스타일로 구성됐다 여기에 짱구 액션가면 슬리퍼와 흰둥이 슬리퍼 초코비 슬리퍼를 함께 출시했다 스파오가 짱구 파자마 첫 번째 버전은 최종 차 리오더 총 만 여장을 판매하는 기록을 달성했다 짱구 파자마 시즌 상품은 스파오 전국 오프라인 매장과 온라인몰 등에서 만날 수 있다 이랜드 관계자는 온 오프라인 빅데이터 분석과 채널을 통한 고객 설문 피드백을 통해서 상품 성공 적중률을 높이고 있다 고 말했다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"82"," 북한 땅을 바라보는 관광객 자료사진 서울 김은경 기자 한국관광학회는 다음 달 일까지 한양대 서울캠퍼스에서 제 차 서울국제학술대회를 개최한다고 일 밝혔다 이번 학술대회는 국내 학자와 해외학자들 간 실질적인 학술교류를 장려하기 위해 국내 부문 한국어 과 국제 부분 영어 으로 진행된다 국내 부분은 제 차 산업혁명시대에 대응한 관광학의 새로운 시각 이란 주제로 국제부문은 아시아의 환대 관광 그리고 레저 정책 산업 교육 이라는 주제로 열린다 첫날 국제부문 개회식을 시작으로 사흘간 전문가들이 관광분야의 국내외 연구논문을 발표하고 개 팀이 대학생 아이디어 공모전에 참여한다 특별세션에선 한국관광공사ㆍ한국문화관광연구원 등이 인바운드관광ㆍ커뮤니티관광ㆍ남북관광ㆍ관광빅데이터ㆍ관광품질인증 등 변화하는 환경 속에서 관광대국을 꿈꾸는 대한민국의 관광정책과 과제에 대해 토론한다 또 북한관광 변화에 따른 남북관광의 미래 라는 주제로 국내외 석학들이 모여 남북관광을 재조명한다 세계적 석학인 브라이언 킹 홍콩과기대 교수와 크리스 보테일 아시아태평양관광협회 회장이 주제강연을 통해 세계 속 한국관광을 재조명한다 김남조 한국관광학회 회장은 이번 학술대회는 새로운 관광 변화 속에서 대한민국 관광이 나아갈 방향을 제기하는 좋은 기회가 될 것 이라며 다양한 의견을 통해 관광정책과 산업이 새롭게 도약하는 밑그림이 되길 기대한다 고 밝혔다 이번 학술대회에는 관광분야 전공자와 연구원 관계 공무원뿐 아니라 관광정책에 관심이 있으면 누구나 인터넷으로 신청하거나 현장 등록해 참여할 수 있다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"83"," 핀란드 무역대표부 지난 일 교육 관광 워크샵 개최주한핀란드 무역대표부 는 교육에 특화된 핀란드 관광 프로그램 론칭에 맞추어 지난 일 서울 서대문구에 있는 핀란드 타워에서 핀란드 새로운 배움 워크샵을 개최했다 주한핀란드대사관 서기관이 핀란드 교육 시스템에 대해 소개하고 있다 유영훈 기자이번 행사는 한국인 학생과 교사가 직접 핀란드의 다양한 교육 방식을 체험해 볼 수 있는 프로그램을 한국에 소개하고 한국에서 파트너를 발굴하려는 목적으로 진행됐다 인사말을 맡은 에로 수오미넨 주한핀란드 대사는 훌륭한 교육은 평등하고 민주적인 사회를 만드는 최선의 방법 이라며 이번 행사가 핀란드와 한국의 교육 방식 사이의 적절한 상호 작용이 되기를 바란다 고 말했다 이번에 론칭한 교육프로그램은 교원을 대상으로 하는 연수 과정과 초중생을 위한 여름 방학 캠프로 나누어져 있다 하루부터 한 달까지의 일정과 다양한 콘텐츠로 구성되었으며 예술 스포츠 과학을 아우르는 핀란드의 창의융합교육 현상기반학습 등을 실제로 체험할 수 있다 주요 프로그램은 다음과 같다 헬싱키의 초등학교를 방문해 수업 참관 등을 할 수 있는 원데이 오픈 스쿨 비짓 융합 교육에 기반해 학생과 부모가 함께 참여할 수 있는 여름 학교 과정 캐릭터 무민과 함께 핀란드의 교육 제도를 심도 있게 소개하는 캠프 교육 및 핀란드 여행에 대한 편의를 구할 수 있는 컨설팅 등 총 개 업체가 참여해 다양한 프로그램을 선보였다 이번 행사를 주최한 김윤미 주한핀란드 무역대표부 대표는 핀란드 교육에 대한 국내에서의 높은 관심에도 불구하고 접할 수 방법이 그동안 많지 않았다 며 이번 행사를 계기로 양국 간 교육산업 교류가 더욱 활성화되기를 기대한다 고 말했다 트래블조선 유영훈 기자 조선닷컴 바로가기 조선일보 구독신청하기 조선일보 무단 전재 및 재배포 금지 "
"84"," 전남 신안産 민어 선물세트 초 중 말복 맞춰 배송서비스 서울 뉴스 김민석 기자 호텔신라는 지난 월 남북정상회담에서 만찬 테이블에 올라 주목받은 전남 신안산 産 민어 보양식 선물세트를 출시했다고 일 밝혔다 건정 민어는 청정 지역에서 잡힌 민어를 미네랄이 함유된 천일염으로 염장한 식재료다 영양가가 높고 맛은 짜지 않고 담백하다 건정은 말린 생선 또는 생선을 말려서 보관하는 것을 뜻한다 호텔신라 관계자는 국내 최대 염전 지역인 전남 신안 증도는 잘 보전된 자연환경에서 천일염을 생산하는 곳 이라며 이곳에서 염장하고 건조 공정을 거친 신안 민어는 최고급 상품으로 꼽힌다 고 말했다 이번에 출시한 선물세트에는 건정 민어와 함께 풍미를 더해 줄 야채다시팩 건표고버섯을 담았다 여기에 신라호텔 한식 주방장의 비법이 담긴 요리법도 동봉했다 호텔신라는 민어 선물 세트 외에도 Δ완도 전복장 Δ활전복 Δ수복강녕 진액 Δ산삼배양근 담은 꿀 등을 함께 선보인다 선물 세트는 초 중 말복 삼복 날짜에 맞춰 선물할 수 있다 초복 월 일 선물 주문은 월 일 중복 월 일 은 월 일 말복 월 일 은 월 일까지 가능하다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"85"," 희망퇴사 박정선 지음 브레드저자는 직장 생활 년간 번의 퇴사를 했다 지금도 직장을 가졌으며 동료 선후배 사이에서 퇴사 상담 멘토 로 통한다 오늘까지만 출근하겠습니다 라는 부제를 단 이 책은 오늘 하루도 직장인 으로 살 수밖에 없지만 퇴사의 꿈 을 꾸는 직장인들에게 조언을 해준다 슬쩍 부럽기도 한 저자는 때로는 사표를 던져도 괜찮다 자존감이 바닥을 치는 순간이라면 브레이크를 밟아줄 필요도 있다 고 말한다 여러 직장을 옮기다 보니 이제는 회사 생활에만 매몰되지 않고 관찰자의 시선 으로 회사에 다닐 만큼 도가 텄다 고 한다 회사는 언제 그만두어야 할까 회사가 새로운 위기나 기회에 제대로 대처하지 못할 때 스타트업이나 벤처 같은 회사는 직원들의 열정이라는 모멘텀이 꺾이는 순간 하루 시간 이상 잠을 자기도 힘들고 주말근무를 당연시해 체력적으로 힘들게 하는 블랙기업 적당히 나쁘지 않더라도 업무 루틴이 몸에 배어 자신이 더 이상 성장을 기대하기 어려운 때 등등을 저자는 꼽는다 책은 저자가 인생을 주체적으로 살고자 고민한 흔적이기도 하다 자신의 업무에서 보다 주체적인 자세를 지니라고 강조한다 쪽 만 원 엄주엽 선임기자 문화닷컴 바로가기 문화일보가 직접 편집한 뉴스 채널 모바일 웹 대한민국 오후를 여는 유일석간 문화일보 무단 전재 및 재배포 금지 구독신청 "
"86"," 역사의 역사 유시민 지음 돌베개책은 년 겨울 서울 광화문의 촛불 행렬에서 시작됐다 저자는 성난 시민들의 시위를 마주하면서 역사의 현장이 어떻게 기록되고 전해지는지 다시 살피게 됐다 에드워드 카의 명저 역사란 무엇인가 를 토대로 수없이 되새겼던 최초의 질문으로 다시 돌아갔다 그 질문에 제대로 답하기 위해서는 역사의 발생사 즉 역사의 역사 를 알아야 한다고 판단했다 그 뒤로 헤로도토스의 역사 같은 고전부터 유발 하라리의 사피엔스 같은 최근작까지 읽고 정리했다 위대한 역사서들은 서술 대상이나 방식은 달랐지만 한결같이 현대의 우리에게 말 걸기 를 시도하고 있었다 저자는 그 목소리에 귀를 기울이는 것이야말로 역사에 가장 정직하게 접근하는 방식이라 생각했다 그렇게 책은 인간의 역사에 남은 역사서와 역사가 사건에 관한 이야기를 추적한 역사 르포르타주 다 저자는 각 역사서의 주요 내용과 책이 쓰일 당시의 시대적 맥락을 두루 짚으며 알기 쉬운 언어로 요약하고 있다 역사에 대한 애정과 그 중요성을 직접 보여줌으로써 자신의 역사 공부법을 공개하는 셈이다 쪽 만 원 김인구 기자 문화닷컴 바로가기 문화일보가 직접 편집한 뉴스 채널 모바일 웹 대한민국 오후를 여는 유일석간 문화일보 무단 전재 및 재배포 금지 구독신청 "
"87"," 백범 묻다 김구 답하다 김형오 엮음 아르테김형오 전 국회의장이 백범일지 를 문답식 구성으로 풀어냈다 저자는 지난 년간 매일 효창원 백범 묘소와 백범 좌상을 마주하며 김구의 삶과 사상 시대와 역사를 이해하기 위해 공을 들였다 책은 그 결과물로 전문 연구가가 아닌 보통사람 의 마음으로 김구의 생애와 생각을 진솔하게 바라본다 보통사람 을 가리키는 김구의 호 백범 白凡 처럼 보통사람들 의 질문에 김구가 직접 답하는 형식을 취한다 여기에 저자가 시대 상황 등에 대한 추가 설명을 더하고 잘 알려지지 않은 김구의 인간적인 모습도 조명한다 김 전 의장은 세월이 흐를수록 백범은 더욱 그리운 이름 절실해지는 얼굴이다 늘 푸르게 깨어 있고 서늘하게 살아 숨 쉬는 얼과 혼 이라며 이 책은 그런 선생과 백범일지 에 바치는 헌사 라고 밝혔다 저자는 김구를 무작정 존경하거나 따르기보다는 배워야 할 점과 반면교사로 삼아야 할 것을 구분해 삶의 귀감으로 삼으라고 조언한다 쪽 만 원 최현미 기자 문화닷컴 바로가기 문화일보가 직접 편집한 뉴스 채널 모바일 웹 대한민국 오후를 여는 유일석간 문화일보 무단 전재 및 재배포 금지 구독신청 "
"88"," 구광모 전자 상무가 그룹 지주회사인 의 등기이사로 선임됐다 사실상 그룹 총수의 자리에 오르는 구광모 상무는 경영수업 을 시작한 지 올해로 년째다 는 일 임시 주주총회를 열고 구광고 전자 상무를 등기이사로 김상헌 전 네이버 대표를 사외이사로 선임하는 안건을 원안대로 통과했다 구광모 등기이사이날 임시주총은 이의제기 없이 분만에 끝났다 주총 직후 는 이사회를 열고 구 상무를 대표이사에 선임할 것으로 보인다 미국 로체스터 공대를 졸업한 구 상무는 만 세 때인 년 전자 재경 부문에 대리로 입사했으며 이후 전자와 를 거치면서 과장과 차장 부장 상무 등으로 고속 승진 했다 제조와 판매 현장 해외와 지방 등을 두루 경험한 셈이고 특히 년 상무로 승진한 이후로는 그룹의 주력 사업을 폭넓게 챙겼다는 점에서 일찌감치 그룹 경영권 승계를 준비했다는 평가가 나온다 당분간은 하현회 부회장 박진수 화학 부회장 한상범 디스플레이 부회장 차석용 생활건강 부회장 권영수 유플러스 부회장 조성진 전자 부회장 등 전문경영인 대표이사들의 보좌를 받을 것으로 보인다 스포츠경향 인기 무료만화 보기 지금 옆사람이 보고있는 뉴스 스포츠경향 무단전재 및 재배포 금지 "
"89"," 일렁이는 푸른 빛 한가운데 길게 누운 한 사람 웃는지 우는지 편안한지 아닌지 가늠할 수 없습니다 작품 속 세상은 형태도 분명하지 않습니다 설옥순 서울시 강남구 이게 과연 그림인지 사진인지 또 장소는 이게 과연 어디일까 자연일까 제가 계속해서 끊임없이 생각하게 되더라고요 이런 기법의 비밀은 수중 촬영 눈은 떠 주시고 하늘을 보고 누워 주시면 돼요 물속에서 까다로운 자세를 취하는 모델의 불안한 감정이 자연스럽게 작품의 일부가 됩니다 한울희 모델 시간이 되게 길게 느껴져요 그리고 안에 들어가는 순간 등이 바닥에 닿는 순간 되게 편해지면서도 약간의 공포감이 같이 오거든요 물이라는 공간과 대상의 심리 상태 거기다 빛과 물결의 변화는 현대인의 어지러운 무의식을 표현합니다 강영길 사진작가 물이 그것을 자연스럽게 표현할 수 있게 만들어 줄 뿐 아니라 거기에 들어가는 대상들도 내면에 있는 무거운 의미들이 자연스럽게 표현이 되고 표출이 되는 공간인 것 같습니다 알듯 하면서도 손에 잡히지 않는 현대인의 복잡한 마음이 다양한 표현을 통해 예술 작품으로 태어나고 있습니다 뉴스 박예원입니다 박예원기자 저작권자 무단복제 재배포 금지 문어 영표 의 월드컵 예언 오늘도 적중 보다 리얼 한 색다른 뉴스 "
"90"," 서울 강종훈 기자 기독교윤리실천운동 기윤실 은 사회 현안과 쟁점을 기독교 관점으로 분석하는 온라인 뉴스레터 좋은나무 를 창간했다고 일 밝혔다 기윤실은 좋은나무 를 통해 사회 분야별 현안과 쟁점을 정리하고 이에 관한 전문가 칼럼 이슈 관련 기사 해설 등을 구독 신청자들에게 정기적으로 무료 제공할 예정이다 이와 함께 기독교 일반 서적 서평 한국교회사 이야기 등 종교 지식에 도움이 되는 글도 싣는다 손봉호 고신대 석좌교수 옥성득 로스앤젤레스 캘리포니아주립대 교수 성영은 서울대 교수를 비롯해 기윤실 공동대표인 정병오 정현구 목사 등이 집필진에 참여한다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"91"," 국제선 늘고 국내선 감소 항공화물 성장국토교통부 제공 세종 뉴스 김희준 기자 지난달 항공여객이 해외여행 증가와 항공사 공급석 확대로 지난해 같은 기간보다 증가했다 일 국토교통부에 따르면 지난달 항공여객 중 국제선 여객은 전년동월대비 성장한 만명을 기록했다 지역별로는 중국 일본 유럽 동남아 노선을 중심으로 대부분 노선에서 증가세를 보였다 특히 중국노선의 경우 월부터 전환된 증가세가 월 에도 이어졌다 다만 년 월에 비해서는 여전히 줄어든 상태다 공항별로는 양양공항 을 제외한 무안 제주 청주 공항 등 전 공항에서 성장세를 기록했다 항공사별로는 국적 대형항공사가 전년동월대비 늘었고 저비용항공사는 증가했다 국적사 분담률은 를 나타냈다 국내선 여객은 내륙노선에서 늘었으나 제주노선이 감소해 전년동월대비 감소한 만명을 기록했다 공항별로는 울산 여수 광주 공항 등은 증가했고 청주 김해 제주 김포 공항 등은 줄었다 항공사별로는 국적 대형항공사의 국내여객 운송량은 만명으로 감소한 반면 저비용항공사는 만명으로 늘었다 항공화물의 경우 국내화물이 줄었지만 국제화물에서 늘어 전년동월대비 증가한 만톤을 기록했다 국제화물은 중국 일본 대양주 등을 중심으로 전 지역 노선에서 증가해 상승했다 국내화물은 내륙노선에서 증가했지만 제주노선이 줄어 전년보다 감소했다 국토부 관계자는 징검다리 연휴에 따른 내국인 여행수요 증가 등으로 항공여객 성장세는 이달에도 지속될 것 이라고 내다봤다 뉴스 채널설정하기 제보하기 러시아 월드컵 기사보기 뉴스 코리아 무단 전재 및 재배포 금지 "
"92"," 한국식품과학회 황재관 회장 좌 건국대학교 백현동 교수 중 오뚜기 중앙연구소 김현위 소장 우 가 기념 사진을 촬영하고 있다 사진 오뚜기재단 전자신문인터넷 이상원기자 재단법인 오뚜기재단은 지난 일 부산 벡스코에서 제 회 오뚜기 학술상 시상식을 개최했다고 일 밝혔다 이번 오뚜기 학술상 시상식에는 국내 전통발효식품으로부터 분리한 프로바이오틱스의 특성에 관한 연구와 국내 농산물 생물소재 개발 연구 인삼 홍삼 기능성 연구 계란유래 기능성 단백질 연구 등 다양한 연구를 진행해온 건국대학교 축산식품생명공학과 백현동 교수가 수상의 영광을 안았다 백 교수는 국내 외 저명 학술지에 우수한 논문을 총 편 게재하였으며 계란 단백질의 면역증진과 항암효과 연구의 학술성 우수성을 인정받아 지난 년도 미국 최고의 가금학회에서 시상하는 우수 논문상을 수상한 바 있다 또 건국대에서도 지난 년 기술이전 부문 연구상과 년 학술상을 수상하는 등 연구 성과가 우수한 교수로 인정받고 있다 이번 학술상 시상은 오뚜기재단 함영준 이사장을 대신해 오뚜기 김현위 연구소장이 상패와 부상 만원을 전달했다 한편 년 설립된 오뚜기재단은 다양한 학술진흥사업 장학사업을 전개하고 있으며 년 개 대학 명의 장학금 지원을 시작으로 년까지 총 여명의 대학생에게 억원의 장학금을 전달했다 년에는 오뚜기 학술상을 제정 한국식품과학회와 한국식품영양과학회를 통해 식품산업 발전과 인류식생활 향상에 기여한 공로가 큰 식품관련 교수와 식품관련 연구원들에게 매년 오뚜기 학술상 을 시상하고 있다 이상원기자 전자신문 바로가기 전자신문 전자신문인터넷 무단전재 및 재배포 금지 "
"93"," 영월 쌍섶다리 축제 자료사진 영월 배연호 기자 강원 영월군 주천면 주천강에 놓였던 전통 섶다리가 스토리 있는 문화여행길 로 부활한다 영월문화원은 전통 섶다리 밟기가 문화체육관광부의 세시풍속 맥 잇기 공모사업에 선정됐다고 일 밝혔다 주천강 전통 섶다리는 조선 대 임금 단종의 슬픈 역사가 서린 민속놀이다 여 년 전인 년 조선 숙종은 강원 관찰사에게 단종 묘인 영월 장릉을 참배하도록 했다 참배를 위해 장릉으로 향하던 강원 관찰사 일행이 주천강을 건너는 것을 돕고자 강 양쪽 마을주민은 섶다리를 하나씩 놓았다 장릉 참배를 마친 강원 관찰사는 부임지로 돌아가는 길에 주천면 주민을 위해 잔치를 베풀었다 이를 계기로 주천면의 섶다리 놓기는 민속놀이로 한동안 이어져 오다 명맥이 끊겼다 섶다리는 강물이 줄어든 겨울철에 놓던 전통 다리다 참나무로 세운 교각을 낙엽송 장대로 엮은 후 바닥에 소나무 가지를 깔고 흙을 덮어 만들었다 주천강 전통 섶다리 놓기는 년대 중반 마을축제에서 재현되기도 했다 영월문화원 관계자는 전통 섶다리와 관련 전통놀이를 계승 발전시켜 문화유산 콘텐츠로 개발하는 등 지역 세시풍속이 일상 속 생활문화로 이어질 수 있도록 하겠다 고 말했다 기사제보 및 문의 뉴스가 보여요 유튜브 러시아 월드컵의 모든 것 "
"94"," 이데일리 피용익 기자 푸조의 공식 수입원인 한불모터스는 볼빅 직장인 동호회 골프대회 를 공식 후원한다고 일 밝혔다 한불모터스는 이번 대회 후원을 통해 골프를 즐기는 많은 직장인 동호회원들에게 푸조의 다양한 매력을 전할 계획이다 볼빅 직장인 동호회 골프대회는 동일 직장 내 골프 동호회 회원이라면 누구나 참가할 수 있으며 인 팀으로 지원 가능하다 골프존 카운티 안성 에서 진행되며 월 일 차 대회와 월 일 차 대회를 거쳐 각 대회 상위 개 팀이 오는 월 일 최종 우승을 가리는 왕중왕전을 치르게 된다 최종 대회인 왕중왕전에서 지정 홀에 최초 홀인원을 달성한 기록자에게는 푸조 을 증정한다 푸조 은 세계 최초로 미니멀하면서 직관적인 인스트루먼트 패널을 도입한 인테리어와 가볍고 날렵한 개성 넘치는 디자인 그리고 복합 연비 ℓ의 높은 연료 효율성을 갖췄다 홀인원 이 외 우승팀 준우승팀 및 참가자들에게는 만원 상당의 전자제품부터 골프 용품까지 풍성한 상품을 제공한다 송승철 한불모터스 대표이사는 골프를 즐기는 많은 직장인들이 이번 대회를 통해 푸조의 프리미엄한 가치를 경험할 수 있는 기회가 되길 바란다 고 말했다 푸조 피용익 대를 위한 취업 금융 생활 정보가 가득 스냅타임 네이버 홈에서 이데일리 기사 보려면 구독하기 최신 웹툰이 매일 공짜 꿀잼 웹툰 감상하기 종합 경제정보 미디어 이데일리 무단전재 재배포 금지 "
